rank,name,version,downloads,kind,baseline_build_secs,slicer_build_secs,speedup,status
753,wit-bindgen-rt,0.44.0,79237193,lib,2.0,0.65,3.077,both_built
754,structopt-derive,0.4.18,79066334,lib,19.2,18.05,1.064,both_built
755,rstest,0.26.1,78823425,lib,39.44,84.3,0.468,both_built
756,document-features,0.2.12,78808272,lib,2.89,1.37,2.109,both_built
757,multer,3.1.0,78674884,lib,25.89,10.69,2.422,both_built
758,aws-config,1.8.16,78660578,lib,146.16,196.02,0.746,both_built
759,ascii,1.1.0,78576069,lib,1.54,0,0,baseline_failed
760,metrics,0.24.3,78354739,lib,29.63,5.47,5.417,both_built
761,gloo-timers,0.4.0,78072656,lib,40.45,37.8,1.07,both_built
762,typeid,1.0.3,78012783,lib,7.07,0.94,7.521,both_built
763,typed-builder,0.23.2,77760250,lib,23.87,34.54,0.691,both_built
764,gethostname,1.1.0,77575964,lib,8.93,3.43,2.603,both_built
765,dlv-list,0.6.0,77537233,lib,1.46,0,0,baseline_failed
766,async-std,1.13.2,77525485,lib,7.63,0,0,baseline_failed
767,psm,0.1.31,77525042,lib,7.57,21.91,0.346,both_built
768,lexical-write-float,1.0.6,77483929,lib,18.2,5.3,3.434,both_built
769,lexical-write-integer,1.0.6,77419595,lib,18.05,3.77,4.788,both_built
770,lru-cache,0.1.2,76910456,lib,2.29,2.0,1.145,both_built
771,kv-log-macro,1.0.7,76565264,lib,8.97,30.22,0.297,both_built
772,ordered-multimap,0.7.3,76457161,lib,34.44,78.85,0.437,both_built
773,widestring,1.2.1,76067920,lib,15.55,1.84,8.451,both_built
774,wit-bindgen,0.57.1,76023567,lib,63.38,79.03,0.802,both_built
775,unicode_categories,0.1.1,75932420,lib,1.63,0.25,6.52,both_built
776,ron,0.12.1,75681984,lib,75.3,10.81,6.966,both_built
777,derive_arbitrary,1.4.2,75359332,lib,8.81,10.82,0.814,both_built
778,aws-credential-types,1.2.14,75347307,lib,38.83,19.06,2.037,both_built
779,rgb,0.8.53,75331186,lib,4.79,2.42,1.979,both_built
780,language-tags,0.3.2,75265981,lib,15.74,0.91,17.297,both_built
781,aws-sdk-sso,1.98.0,74942853,lib,81.21,163.59,0.496,both_built
782,aws-smithy-query,0.60.15,74770639,lib,47.57,9.85,4.829,both_built
783,heapless,0.9.2,74672747,lib,6.07,6.02,1.008,both_built
784,windows-registry,0.6.1,74456774,lib,5.46,2.42,2.256,both_built
785,moka,0.12.15,74267680,lib,1.34,0,0,baseline_failed
786,tokio-retry,0.3.1,73536552,lib,46.73,30.19,1.548,both_built
787,tagptr,0.2.0,73504618,lib,12.76,0.26,49.077,both_built
788,rstest_macros,0.26.1,73391917,lib,43.22,32.53,1.329,both_built
789,bytesize,2.3.1,73380763,lib,1.73,6.52,0.265,both_built
790,chacha20,0.10.0,73262935,lib,16.83,8.72,1.93,both_built
791,clap_complete,4.6.2,73097157,lib,51.4,8.72,5.894,both_built
792,tiff,0.11.3,73064542,lib,21.18,17.01,1.245,both_built
793,handlebars,6.4.0,73029372,bin,48.08,64.69,0.743,both_built
794,chrono-tz-build,0.5.0,73020585,lib,11.33,7.5,1.511,both_built
795,openssl-src,300.6.0+3.6.2,72992649,,,,,not_run
796,unicode-linebreak,0.1.5,72726124,lib,3.47,2.99,1.161,both_built
797,sqlx-macros-core,0.9.0-alpha.1,72376143,lib,155.17,138.18,1.123,both_built
798,lz4-sys,1.11.1+lz4-1.10.0,72205534,,,,,not_run
799,deadpool-runtime,0.3.1,72078120,lib,18.78,0.24,78.25,both_built
800,serde_qs,1.1.1,71900752,lib,19.76,34.86,0.567,both_built
801,sqlx-postgres,0.9.0-alpha.1,71712154,lib,193.14,108.41,1.782,both_built
802,jpeg-decoder,0.3.2,71498231,lib,31.96,14.34,2.229,both_built
803,tikv-jemalloc-sys,0.6.1+5.3.0-1-ge13ca993e8ccb9ba9847cc330696e02839f328f7,71420299,,,,,not_run
804,comfy-table,7.2.2,71056040,lib,21.54,28.64,0.752,both_built
805,toml_writer,1.1.1+spec-1.1.0,71006605,,,,,not_run
806,thrift,0.17.0,70923606,lib,15.47,6.84,2.262,both_built
807,sqlx-sqlite,0.9.0-alpha.1,70859017,lib,1.43,0,0,baseline_failed
808,wasm-encoder,0.247.0,70822168,lib,24.99,4.71,5.306,both_built
809,password-hash,0.6.1,70584246,lib,7.62,0.19,40.105,both_built
810,seq-macro,0.3.6,70473485,lib,3.21,0.77,4.169,both_built
811,parse-zoneinfo,0.5.0,70292283,lib,10.37,1.4,7.407,both_built
812,smol_str,0.3.6,70168776,lib,3.86,0.9,4.289,both_built
813,aws-smithy-runtime-api,1.12.0,70133259,lib,37.07,27.86,1.331,both_built
814,aws-smithy-runtime,1.11.1,70061003,lib,49.87,17.76,2.808,both_built
815,sqlx-mysql,0.9.0-alpha.1,70050902,lib,151.02,112.33,1.344,both_built
816,flatbuffers,25.12.19,69770334,lib,6.36,7.54,0.844,both_built
817,os_pipe,1.2.3,69620595,bin,23.5,6.36,3.695,both_built
818,educe,0.6.0,69572913,lib,20.96,30.52,0.687,both_built
819,aws-runtime,1.7.3,69504912,lib,72.19,48.84,1.478,both_built
820,tracing-appender,0.2.5,69019605,lib,39.11,44.26,0.884,both_built
821,relative-path,2.0.1,68862217,lib,9.76,0.5,19.52,both_built
822,signal-hook-mio,0.3.0,68712552,lib,43.17,12.33,3.501,both_built
823,async-broadcast,0.7.2,68466439,lib,6.05,10.85,0.558,both_built
824,primeorder,0.14.0-rc.9,68459518,lib,40.64,14.58,2.787,both_built
825,metrics-util,0.20.1,68077699,lib,55.66,16.21,3.434,both_built
826,triomphe,0.1.15,67834675,lib,42.37,9.41,4.503,both_built
827,enumflags2,0.7.12,67463189,lib,22.73,13.45,1.69,both_built
828,enumflags2_derive,0.7.12,67420671,lib,10.18,4.48,2.272,both_built
829,cpp_demangle,0.5.1,67328540,bin,14.08,7.97,1.767,both_built
830,actix-rt,2.11.0,67097161,lib,33.07,27.23,1.214,both_built
831,serde_cbor,0.11.2,66858678,lib,24.29,23.26,1.044,both_built
832,tikv-jemallocator,0.6.1,66731014,lib,10.49,0,0,baseline_failed
833,fallible-streaming-iterator,0.1.9,66540510,lib,2.43,0.37,6.568,both_built
834,glam,0.32.1,66529596,lib,39.44,12.56,3.14,both_built
835,json-patch,4.1.0,66371390,lib,25.61,20.67,1.239,both_built
836,jsonpath-rust,1.0.4,66172478,lib,39.89,76.27,0.523,both_built
837,bs58,0.5.1,66095173,lib,26.21,0.77,34.039,both_built
838,slotmap,1.1.1,66012417,lib,22.2,37.21,0.597,both_built
839,redis,1.2.0,65787979,lib,104.24,162.11,0.643,both_built
840,nalgebra,0.34.2,65475653,lib,93.66,30.31,3.09,both_built
841,actix-web,4.13.0,65463361,lib,89.28,65.32,1.367,both_built
842,cfg-expr,0.20.7,65452603,lib,7.91,7.25,1.091,both_built
843,smawk,0.3.2,65394348,lib,18.13,0.7,25.9,both_built
844,actix-http,3.12.1,65020561,lib,42.63,48.69,0.876,both_built
845,enum-ordinalize,4.3.2,65002587,lib,9.05,7.4,1.223,both_built
846,zopfli,0.8.3,64876927,bin,18.19,10.67,1.705,both_built
847,stacker,0.1.24,64236208,lib,44.2,15.74,2.808,both_built
848,ttf-parser,0.25.1,64084340,lib,5.79,3.66,1.582,both_built
849,bytestring,1.5.0,64038639,lib,3.19,7.79,0.409,both_built
850,ipnetwork,0.21.1,63722938,lib,3.34,0.58,5.759,both_built
851,atomic,0.6.1,63665363,lib,19.02,10.34,1.839,both_built
852,actix-codec,0.5.2,63231571,lib,9.83,8.47,1.161,both_built
853,tokio-test,0.4.5,63116457,lib,16.78,18.79,0.893,both_built
854,actix-server,2.6.0,63070622,lib,31.2,38.24,0.816,both_built
855,async-signal,0.2.14,63025649,lib,26.55,24.09,1.102,both_built
856,ouroboros,0.18.5,62914480,lib,29.32,13.43,2.183,both_built
857,arrow-schema,58.1.0,62663912,lib,2.67,2.29,1.166,both_built
858,actix-utils,3.0.1,62645026,lib,6.34,1.58,4.013,both_built
859,globwalk,0.9.1,62625958,lib,51.28,39.77,1.289,both_built
860,arrow-buffer,58.1.0,62621284,lib,12.5,15.44,0.81,both_built
861,ouroboros_macro,0.18.5,62553843,lib,24.51,16.07,1.525,both_built
862,arrow-data,58.1.0,62542555,lib,13.6,14.37,0.946,both_built
863,arrow-array,58.1.0,62534837,lib,20.86,23.97,0.87,both_built
864,actix-service,2.0.3,62403072,lib,2.01,1.34,1.5,both_built
865,actix-router,0.5.4,62186230,lib,23.86,45.46,0.525,both_built
866,raw-window-handle,0.6.2,62059026,lib,49.13,0.42,116.976,both_built
867,arrow-select,58.1.0,62033264,lib,29.76,38.07,0.782,both_built
868,arrow-cast,58.1.0,61744449,lib,103.32,79.84,1.294,both_built
869,lalrpop-util,0.23.1,61629744,lib,67.59,29.9,2.261,both_built
870,cxxbridge-macro,1.0.194,61616251,lib,12.95,43.2,0.3,both_built
871,cxx,1.0.194,61554172,lib,31.38,14.38,2.182,both_built
872,crc32c,0.6.8,61219844,lib,2.55,1.55,1.645,both_built
873,jsonschema,0.46.2,61200243,lib,159.97,214.84,0.745,both_built
874,insta,1.47.2,61151461,lib,24.43,23.36,1.046,both_built
875,xxhash-rust,0.8.15,61134832,lib,2.53,0.44,5.75,both_built
876,actix-macros,0.2.4,60962947,lib,24.05,16.84,1.428,both_built
877,yasna,0.6.0,60854741,lib,10.83,1.2,9.025,both_built
878,poly1305,0.9.0-rc.6,60726097,lib,7.36,11.4,0.646,both_built
879,cxxbridge-flags,1.0.194,60676457,lib,0.84,0.3,2.8,both_built
880,link-cplusplus,1.0.12,60639934,lib,22.08,3.58,6.168,both_built
881,nanorand,0.8.0,60522062,lib,5.25,0.67,7.836,both_built
882,radix_trie,0.3.0,60174737,lib,10.42,10.06,1.036,both_built
883,aws-sdk-ssooidc,1.100.0,60147815,lib,61.4,156.43,0.393,both_built
884,endian-type,0.2.0,60096477,lib,14.51,0.23,63.087,both_built
885,wasip2,1.0.3+wasi-0.2.9,59979028,,,,,not_run
886,zlib-rs,0.6.3,59952183,lib,21.35,3.59,5.947,both_built
887,etcetera,0.11.0,59948971,lib,2.97,1.57,1.892,both_built
888,error-chain,0.12.4,59685266,lib,11.83,15.72,0.753,both_built
889,aws-smithy-eventstream,0.60.20,59618405,lib,44.6,27.13,1.644,both_built
890,sqlparser,0.61.0,59586911,,,,,not_run
891,assert_cmd,2.2.1,59500957,bin,17.26,25.83,0.668,both_built
892,string_cache_codegen,0.6.1,59431823,lib,13.74,5.3,2.592,both_built
893,scc,3.7.0,59415490,lib,17.26,18.83,0.917,both_built
894,nibble_vec,0.1.0,59392236,lib,6.64,5.22,1.272,both_built
895,ark-std,0.6.0,59274388,lib,2.72,3.91,0.696,both_built
896,actix-web-codegen,4.3.0,59271785,lib,27.57,27.03,1.02,both_built
897,nohash-hasher,0.2.0,59241258,lib,3.14,0.34,9.235,both_built
898,sdd,4.8.6,58745622,lib,20.84,16.52,1.262,both_built
899,fs2,0.4.3,58639147,lib,2.31,1.54,1.5,both_built
900,ark-serialize,0.6.0,58627183,lib,9.89,6.93,1.427,both_built
901,ena,0.14.4,58582684,lib,2.57,2.73,0.941,both_built
902,ark-ff-asm,0.6.0,58580838,lib,8.87,18.21,0.487,both_built
903,ark-ff-macros,0.6.0,58550173,lib,11.17,13.89,0.804,both_built
904,fraction,0.15.4,58508045,lib,18.15,16.82,1.079,both_built
905,rcgen,0.14.7,58500659,lib,49.26,37.28,1.321,both_built
906,net2,0.2.39,58434655,lib,2.29,0,0,baseline_failed
907,ark-ff,0.6.0,58344913,lib,32.88,23.76,1.384,both_built
908,take_mut,0.2.2,58302113,lib,4.16,0.23,18.087,both_built
909,sketches-ddsketch,0.4.0,57945449,lib,4.91,0.54,9.093,both_built
910,rusqlite,0.39.0,57924878,lib,41.73,9.78,4.267,both_built
911,typed-arena,2.0.2,57909208,lib,2.65,1.09,2.431,both_built
912,object_store,0.13.2,57796257,lib,75.64,82.64,0.915,both_built
913,trust-dns-proto,0.23.2,57781959,lib,76.74,75.44,1.017,both_built
914,scroll,0.13.0,57756593,lib,4.73,1.01,4.683,both_built
915,serde-wasm-bindgen,0.6.5,57532513,lib,103.58,114.27,0.906,both_built
916,aws-sdk-s3,1.131.0,57251048,,,,,not_run
917,arrow-ipc,58.1.0,57242996,lib,26.5,31.69,0.836,both_built
918,cxx-build,1.0.194,57161815,lib,15.93,34.51,0.462,both_built
919,iovec,0.1.4,57132274,lib,2.35,1.57,1.497,both_built
920,assert_matches,1.5.0,56877933,lib,4.04,0.15,26.933,both_built
921,scratch,1.0.9,56815547,lib,12.69,0.74,17.149,both_built
922,dialoguer,0.12.0,56725341,lib,21.05,10.41,2.022,both_built
923,markup5ever,0.39.0,56663177,lib,21.5,41.29,0.521,both_built
924,const_fn,0.4.12,56524185,lib,1.79,0.72,2.486,both_built
925,local-waker,0.1.4,56285456,lib,10.29,0.17,60.529,both_built
926,slog,2.8.2,56281606,lib,58.62,41.5,1.413,both_built
927,html5ever,0.39.0,56222120,lib,27.22,51.37,0.53,both_built
928,lz4,1.28.1,56192052,bin,13.83,25.86,0.535,both_built
929,reqwest-middleware,0.5.1,55831936,lib,166.9,132.08,1.264,both_built
930,procfs,0.18.0,55759707,lib,35.35,99.45,0.355,both_built
931,aws-smithy-checksums,0.64.7,55445200,lib,53.62,46.64,1.15,both_built
932,jiff-static,0.2.24,55295791,lib,5.5,11.94,0.461,both_built
933,aliasable,0.1.3,55224015,lib,1.15,0.25,4.6,both_built
934,local-channel,0.1.5,54617974,lib,8.64,1.63,5.301,both_built
935,leb128,0.2.6,54435755,bin,7.43,0.93,7.989,both_built
936,console_error_panic_hook,0.1.7,54351360,lib,40.71,39.24,1.037,both_built
937,governor,0.10.4,53970136,lib,57.14,45.76,1.249,both_built
938,simba,0.9.1,53912025,lib,36.82,66.83,0.551,both_built
939,cbc,0.2.0,53888233,lib,39.33,13.69,2.873,both_built
940,bit_field,0.10.3,53874215,lib,1.98,0.26,7.615,both_built
941,embedded-io,0.7.1,53810325,lib,1.43,0.34,4.206,both_built
942,salsa20,0.11.0,53792504,lib,39.23,20.12,1.95,both_built
943,zune-jpeg,0.5.15,53726093,lib,27.05,16.93,1.598,both_built
944,typed-builder-macro,0.23.2,53685328,lib,10.94,29.3,0.373,both_built
945,sqlformat,0.5.0,53606422,lib,166.71,23.0,7.248,both_built
946,humantime-serde,1.1.1,53200894,lib,40.53,21.44,1.89,both_built
947,chacha20poly1305,0.11.0-rc.3,53137182,lib,15.74,8.81,1.787,both_built
948,json5,1.3.1,53070247,lib,27.43,11.13,2.465,both_built
949,lalrpop,0.23.1,52818397,bin,104.32,35.81,2.913,both_built
950,quickcheck,1.1.0,52796756,lib,35.88,29.81,1.204,both_built
951,hex-literal,1.1.0,52734718,lib,2.42,0.2,12.1,both_built
952,crossterm_winapi,0.9.1,52691155,lib,18.38,10.27,1.79,both_built
953,test-log,0.2.20,52675144,lib,44.96,11.25,3.996,both_built
954,k256,0.14.0-rc.9,52303908,lib,62.56,17.7,3.534,both_built
955,trust-dns-resolver,0.23.2,52292223,lib,82.6,115.02,0.718,both_built
956,vte,0.15.0,52252117,lib,5.58,1.56,3.577,both_built
957,nonzero_ext,0.3.0,52236614,lib,1.39,0.39,3.564,both_built
958,utf8-width,0.1.8,52132537,lib,14.49,0.14,103.5,both_built
959,objc2,0.6.4,52107723,lib,1.31,0,0,baseline_failed
960,parquet,58.1.0,52019758,bin,83.42,103.44,0.806,both_built
961,generator,0.8.8,51985475,lib,11.25,13.8,0.815,both_built
962,prost-reflect,0.16.3,51835892,lib,85.24,32.08,2.657,both_built
963,cadence,1.8.0,51829791,lib,4.65,5.94,0.783,both_built
964,findshlibs,0.10.2,51750964,lib,8.22,6.27,1.311,both_built
965,secp256k1,0.32.0-beta.2,51628640,lib,144.21,44.82,3.218,both_built
966,uint,0.10.0,51516889,lib,8.18,3.1,2.639,both_built
967,zune-core,0.5.1,51507847,lib,8.28,0.38,21.789,both_built
968,portable-atomic-util,0.2.7,51417277,lib,5.69,3.1,1.835,both_built
969,byteorder-lite,0.1.0,51409739,lib,3.22,1.04,3.096,both_built
970,arrow,58.1.0,51322125,lib,129.79,71.99,1.803,both_built
971,num-format,0.4.4,51247425,lib,9.39,16.72,0.562,both_built
972,scroll_derive,0.13.1,50878613,lib,23.88,17.75,1.345,both_built
973,directories,6.0.0,50789302,lib,4.34,2.68,1.619,both_built
974,plain,0.2.3,50749753,lib,7.36,0.53,13.887,both_built
975,enum_dispatch,0.3.13,50689315,lib,57.0,9.49,6.006,both_built
976,miow,0.6.1,50540880,lib,13.74,13.89,0.989,both_built
977,arrow-ord,58.1.0,50453339,lib,48.17,51.31,0.939,both_built
978,beef,0.5.2,50433563,lib,2.09,0.31,6.742,both_built
979,arrow-arith,58.1.0,50432600,lib,65.5,60.25,1.087,both_built
980,k8s-openapi,0.27.1,50394749,lib,12.54,0,0,baseline_failed
981,chunked_transfer,1.5.0,50159095,lib,2.79,1.39,2.007,both_built
982,arrow-string,58.1.0,50154501,lib,18.84,19.24,0.979,both_built
983,ascii-canvas,4.0.0,50066930,lib,3.32,4.4,0.755,both_built
984,nodrop,0.1.14,49976225,lib,9.35,0.18,51.944,both_built
985,auto_impl,1.3.0,49948645,lib,12.56,9.58,1.311,both_built
986,arrow-row,58.1.0,49876317,lib,18.37,19.98,0.919,both_built
987,proc-macro2-diagnostics,0.10.1,49700635,lib,14.77,52.06,0.284,both_built
988,wiremock,0.6.5,49492500,lib,66.75,152.31,0.438,both_built
989,dotenv,0.15.0,49428726,bin,7.57,0.5,15.14,both_built
990,tendril,0.5.0,49419614,lib,8.62,3.92,2.199,both_built
991,fsevent-sys,5.2.0,49356850,lib,6.54,3.12,2.096,both_built
992,critical-section,1.2.0,49202077,lib,0.99,0.21,4.714,both_built
993,zvariant_derive,5.10.1,49106323,lib,66.61,89.55,0.744,both_built
994,color-eyre,0.6.5,49101566,lib,55.51,31.92,1.739,both_built
995,zvariant,5.10.1,49072085,lib,86.77,53.05,1.636,both_built
996,zbus_macros,5.15.0,48953413,lib,121.15,92.28,1.313,both_built
997,zbus,5.15.0,48902345,lib,168.52,92.11,1.83,both_built
998,secp256k1-sys,0.13.0,48895348,lib,89.4,44.02,2.031,both_built
999,p384,0.14.0-rc.9,48888419,lib,72.36,71.04,1.019,both_built
1000,id-arena,2.3.0,48846668,lib,1.23,0.31,3.968,both_built
1001,kube,3.1.0,48810996,lib,247.89,205.21,1.208,both_built
1002,miette,7.6.0,48794466,lib,50.54,12.36,4.089,both_built
1003,wasite,1.0.2,48776414,lib,17.94,8.01,2.24,both_built
1004,miette-derive,7.6.0,48705317,lib,31.24,18.78,1.663,both_built
1005,pico-args,0.5.0,48573258,lib,10.66,0.43,24.791,both_built
1006,version-compare,0.2.1,48518808,lib,3.33,0.34,9.794,both_built
1007,symbolic-common,12.18.3,48449036,lib,5.21,4.16,1.252,both_built
1008,lzma-sys,0.1.20,48380426,lib,4.79,2.85,1.681,both_built
1009,futf,0.1.5,48086134,lib,3.82,2.08,1.837,both_built
1010,kube-core,3.1.0,48057200,lib,129.14,183.96,0.702,both_built
1011,wide,1.3.0,47930623,lib,13.93,10.51,1.325,both_built
1012,ipconfig,0.3.4,47882912,lib,1.27,0.36,3.528,both_built
1013,getset,0.1.6,47872980,lib,9.18,20.81,0.441,both_built
1014,mac,0.1.1,47853450,lib,1.7,0.16,10.625,both_built
1015,tonic-health,0.14.5,47838609,lib,66.84,44.51,1.502,both_built
1016,symbolic-demangle,12.18.3,47813870,lib,87.61,35.61,2.46,both_built
1017,kube-client,3.1.0,47727606,lib,231.85,173.88,1.333,both_built
1018,validator,0.20.0,47618102,lib,47.74,41.81,1.142,both_built
1019,smartstring,1.0.1,47581659,lib,11.73,12.97,0.904,both_built
1020,xz2,0.1.7,47577805,lib,8.6,9.46,0.909,both_built
1021,byte-tools,0.3.1,47544679,lib,4.69,0.4,11.725,both_built
1022,safe_arch,1.0.0,47374427,lib,18.04,0.88,20.5,both_built
1023,no-std-compat,0.4.1,47326311,lib,3.92,0.17,23.059,both_built
1024,http-types,2.12.0,47192621,lib,46.29,73.46,0.63,both_built
1025,wayland-sys,0.31.11,47148829,lib,9.15,2.45,3.735,both_built
1026,goblin,0.10.5,47107483,lib,26.37,18.65,1.414,both_built
1027,psl-types,2.0.11,47036196,lib,2.86,0.25,11.44,both_built
1028,if_chain,1.0.3,47014633,lib,2.03,0.19,10.684,both_built
1029,rand_isaac,0.5.0,46951321,lib,8.28,3.71,2.232,both_built
1030,include_dir,0.7.4,46944694,lib,9.66,11.47,0.842,both_built
1031,x25519-dalek,3.0.0-pre.6,46881720,lib,26.0,37.27,0.698,both_built
1032,logos,0.16.1,46831858,lib,51.1,43.24,1.182,both_built
1033,logos-derive,0.16.1,46821008,lib,20.75,36.74,0.565,both_built
1034,hickory-proto,0.26.0,46713112,lib,51.04,65.63,0.778,both_built
1035,wayland-protocols,0.32.12,46705409,lib,14.18,14.64,0.969,both_built
1036,bitmaps,3.2.1,46620820,lib,5.52,1.02,5.412,both_built
1037,rand_os,0.2.2,46448197,lib,13.37,17.47,0.765,both_built
1038,uncased,0.9.10,46386021,lib,2.94,1.81,1.624,both_built
1039,loom,0.7.2,46372780,lib,35.46,32.59,1.088,both_built
1040,postgres-protocol,0.6.11,46347223,lib,37.33,27.1,1.377,both_built
1041,tikv-jemalloc-ctl,0.6.1,46151195,lib,10.43,0,0,baseline_failed
1042,exr,1.74.0,45961665,lib,28.96,33.86,0.855,both_built
1043,tonic-reflection,0.14.5,45955680,lib,63.1,41.1,1.535,both_built
1044,enum-ordinalize-derive,4.3.2,45893563,lib,8.24,9.46,0.871,both_built
1045,test-case,3.3.1,45710749,lib,36.89,30.31,1.217,both_built
1046,block2,0.6.2,45675769,lib,0.71,0,0,baseline_failed
1047,zbus_names,4.3.2,45573055,lib,94.82,93.67,1.012,both_built
1048,postgres-types,0.2.13,45548926,lib,29.33,42.46,0.691,both_built
1049,os_info,3.14.0,45396199,lib,61.78,23.32,2.649,both_built
1050,aligned-vec,0.6.4,45350004,lib,10.79,18.27,0.591,both_built
1051,errno-dragonfly,0.1.2,45331069,lib,7.29,2.56,2.848,both_built
1052,humansize,2.1.3,45325741,lib,15.38,5.58,2.756,both_built
1053,rustls-platform-verifier,0.7.0,45208850,lib,24.58,40.6,0.605,both_built
1054,objc2-encode,4.1.0,45184024,lib,2.28,0.8,2.85,both_built
1055,hickory-resolver,0.26.0,45170679,lib,70.43,74.21,0.949,both_built
1056,rand_jitter,0.6.0,45142786,lib,3.13,2.91,1.076,both_built
1057,arrow-json,58.1.0,45134638,lib,21.95,15.73,1.395,both_built
1058,primitive-types,0.14.0,44976787,lib,32.03,60.04,0.533,both_built
1059,cookie_store,0.22.1,44919462,lib,48.7,56.28,0.865,both_built
1060,protobuf-support,3.7.2,44827539,lib,16.78,13.61,1.233,both_built
1061,blake2b_simd,1.0.4,44811345,lib,7.57,8.66,0.874,both_built
1062,byte-slice-cast,1.2.3,44785817,lib,3.09,0.43,7.186,both_built
1063,arrow-csv,58.1.0,44719649,lib,104.92,64.05,1.638,both_built
1064,cssparser,0.37.0,44688372,lib,18.22,10.24,1.779,both_built
1065,lebe,0.5.3,44594153,lib,4.18,0.31,13.484,both_built
1066,rocksdb,0.24.0,44491966,,,,,not_run
1067,librocksdb-sys,0.17.3+10.4.2,44471682,,,,,not_run
1068,trybuild,1.0.116,44448596,lib,41.94,35.43,1.184,both_built
1069,deunicode,1.6.2,44393307,lib,21.24,0.39,54.462,both_built
1070,system-deps,7.0.8,44330204,lib,11.17,17.44,0.64,both_built
1071,validator_derive,0.20.0,44213584,lib,16.4,13.5,1.215,both_built
1072,publicsuffix,2.3.0,44100717,lib,18.53,46.79,0.396,both_built
1073,safemem,0.3.3,43999615,lib,9.54,0.16,59.625,both_built
1074,serde-untagged,0.1.9,43857316,lib,25.41,25.82,0.984,both_built
1075,parity-scale-codec,3.7.5,43809814,lib,37.54,17.92,2.095,both_built
1076,kqueue-sys,1.0.4,43805149,lib,10.62,0,0,baseline_failed
1077,failure,0.1.8,43751377,lib,2.31,0,0,baseline_failed
1078,tracing-error,0.2.1,43547815,lib,16.13,11.0,1.466,both_built
1079,slog-term,2.9.2,43468374,lib,39.43,74.77,0.527,both_built
1080,kqueue,1.1.1,43338910,lib,8.23,0,0,baseline_failed
1081,roxmltree,0.21.1,43331429,lib,30.36,20.87,1.455,both_built
1082,simple_logger,5.2.0,43284494,lib,26.36,38.58,0.683,both_built
1083,core2,0.0.0,43273478,lib,1.12,0.19,5.895,both_built
1084,unic-char-property,0.9.0,43203768,lib,5.24,1.71,3.064,both_built
1085,unic-common,0.9.0,43195950,lib,2.38,0.22,10.818,both_built
1086,unic-ucd-version,0.9.0,43172797,lib,4.51,1.57,2.873,both_built
1087,unic-char-range,0.9.0,43161138,lib,3.33,0.22,15.136,both_built
1088,unsigned-varint,0.8.0,43079224,lib,4.16,0.36,11.556,both_built
1089,tokio-postgres,0.7.17,42944344,lib,70.71,43.55,1.624,both_built
1090,derive-where,1.6.1,42808714,lib,42.38,39.67,1.068,both_built
1091,enum-iterator-derive,1.5.0,42741897,lib,1.91,0,0,baseline_failed
1092,wayland-scanner,0.31.10,42698416,lib,15.44,5.93,2.604,both_built
1093,enum-iterator,2.3.0,42657506,lib,2.49,0,0,baseline_failed
1094,wayland-client,0.31.14,42574102,lib,31.12,34.09,0.913,both_built
1095,slog-async,2.8.0,42558774,lib,54.02,52.48,1.029,both_built
1096,basic-toml,0.1.10,42493939,lib,9.43,9.59,0.983,both_built
1097,supports-color,3.0.2,42487835,lib,4.31,1.49,2.893,both_built
1098,utf8-ranges,1.0.5,42469265,lib,15.45,0.55,28.091,both_built
1099,gix-validate,0.11.1,42437067,lib,18.0,10.33,1.742,both_built
1100,ruzstd,0.8.2,42370557,lib,9.79,6.1,1.605,both_built
1101,fd-lock,4.0.4,42342695,lib,9.06,6.82,1.328,both_built
1102,curl-sys,0.4.87+curl-8.19.0,42328273,,,,,not_run
1103,parity-scale-codec-derive,3.7.5,42290765,lib,62.39,24.19,2.579,both_built
1104,zune-inflate,0.2.54,42251671,lib,5.99,6.75,0.887,both_built
1105,tiny_http,0.12.0,42178000,lib,9.05,5.62,1.61,both_built
1106,maybe-uninit,2.0.0,42046675,lib,12.79,6.49,1.971,both_built
1107,zvariant_utils,3.3.1,41508336,lib,69.47,66.95,1.038,both_built
1108,rpassword,7.4.0,41506066,lib,8.65,4.52,1.914,both_built
1109,core-graphics,0.25.0,41453748,lib,3.52,0,0,baseline_failed
1110,libz-rs-sys,0.6.3,41421762,lib,29.65,12.33,2.405,both_built
1111,kube-runtime,3.1.0,41409574,lib,208.6,236.43,0.882,both_built
1112,libfuzzer-sys,0.4.12,41371233,lib,50.81,42.19,1.204,both_built
1113,test-case-macros,3.3.1,41360291,lib,34.28,28.16,1.217,both_built
1114,failure_derive,0.1.8,41114983,lib,17.76,13.48,1.318,both_built
1115,dissimilar,1.0.11,41079315,lib,5.88,0.44,13.364,both_built
1116,gix-features,0.47.0,41040545,lib,21.23,5.86,3.623,both_built
1117,qoi,0.4.1,40761155,lib,14.86,1.93,7.699,both_built
1118,profiling,1.0.17,40742431,lib,25.28,56.66,0.446,both_built
1119,shellexpand,3.1.2,40729728,lib,24.01,28.72,0.836,both_built
1120,impl-codec,0.7.1,40492900,lib,19.64,23.43,0.838,both_built
1121,scrypt,0.12.0,40453547,lib,37.09,28.25,1.313,both_built
1122,murmur3,0.5.2,40391333,lib,6.26,0.22,28.455,both_built
1123,fixed-hash,0.8.0,40295120,lib,10.82,9.28,1.166,both_built
